0, 0 
1, 0 
2, 0 
3, 0 
4, 0 
5, 0 
6, 0 
7, 0 
8, 0 
9, 0 
10, 0 
11, 0 
12, 0 
13, 0 
14, 0 
15, 0 
16, 0 
17, 0 
18, 0 
19, 0 
20, 0 
21, 0 
22, 0 
23, 0 
24, 0 
25, 0 
26, 0 
27, 0 
28, 0 
29, 0 
30, 0 
31, 0 
32, 0 
33, 0 
34, 0 
35, 0 
36, 0 
37, 0 
38, 0 
39, 1 
40, 0 
41, 0 
42, 0 
43, 0 
44, 0 
45, 0 
46, 0 
47, 0 
48, 0 
49, 0 
50, 0 
51, 0 
52, 0 
53, 0 
54, 0 
55, 0 
56, 0 
57, 0 
58, 0 
59, 0 
60, 0 
61, 0 
62, 0 
63, 0 
64, 0 
65, 0 
66, 0 
67, 0 
68, 0 
69, 0 
70, 0 
71, 0 
72, 0 
73, 0 
74, 0 
75, 0 
76, 0 
77, 0 
78, 0 
79, 0 
80, 0 
81, 0 
82, 0 
83, 0 
84, 0 
85, 0 
86, 0 
87, 0 
88, 0 
89, 0 
90, 0 
91, 0 
92, 0 
93, 0 
94, 0 
95, 0 
96, 0 
97, 1 
98, 0 
99, 1 
100, 0 
101, 0 
102, 0 
103, 0 
104, 0 
105, 1 
106, 0 
107, 0 
108, 0 
109, 0 
110, 0 
111, 1 
112, 0 
113, 0 
114, 0 
115, 0 
116, 0 
117, 0 
118, 1 
119, 0 
120, 0 
121, 0 
122, 0 
123, 0 
124, 0 
125, 0 
126, 0 
127, 0 
128, 0 
129, 0 
130, 0 
131, 0 
132, 0 
133, 0 
134, 0 
135, 0 
136, 1 
137, 1 
138, 0 
139, 0 
140, 0 
141, 0 
142, 0 
143, 0 
144, 2 
145, 0 
146, 0 
147, 0 
148, 0 
149, 0 
150, 2 
151, 0 
152, 0 
153, 0 
154, 1 
155, 2 
156, 0 
157, 0 
158, 0 
159, 0 
160, 0 
161, 0 
162, 0 
163, 0 
164, 0 
165, 0 
166, 0 
167, 0 
168, 0 
169, 0 
170, 0 
171, 0 
172, 0 
173, 0 
174, 0 
175, 1 
176, 0 
177, 0 
178, 0 
179, 0 
180, 0 
181, 0 
182, 0 
183, 0 
184, 0 
185, 0 
186, 0 
187, 0 
188, 0 
189, 0 
190, 0 
191, 0 
192, 0 
193, 0 
194, 0 
195, 0 
196, 0 
197, 0 
198, 0 
199, 1 
200, 0 
201, 2 
202, 0 
203, 0 
204, 0 
205, 2 
206, 1 
207, 2 
208, 0 
209, 0 
210, 2 
211, 1 
212, 1 
213, 3 
214, 1 
215, 3 
216, 1 
217, 1 
218, 1 
219, 2 
220, 2 
221, 3 
222, 1 
223, 2 
224, 0 
225, 1 
226, 1 
227, 1 
228, 0 
229, 1 
230, 1 
231, 0 
232, 1 
233, 0 
234, 0 
235, 0 
236, 0 
237, 0 
238, 0 
239, 0 
240, 1 
241, 0 
242, 0 
243, 0 
244, 1 
245, 0 
246, 1 
247, 0 
248, 0 
249, 2 
250, 0 
251, 1 
252, 0 
253, 0 
254, 1 
255, 0 
256, 0 
257, 0 
258, 2 
259, 2 
260, 1 
261, 0 
262, 0 
263, 1 
264, 0 
265, 2 
266, 2 
267, 0 
268, 0 
269, 0 
270, 0 
271, 0 
272, 0 
273, 0 
274, 0 
275, 0 
276, 0 
277, 0 
278, 0 
279, 0 
280, 0 
281, 0 
282, 0 
283, 0 
284, 0 
285, 0 
286, 0 
287, 0 
288, 0 
289, 0 
290, 0 
291, 0 
292, 0 
293, 0 
294, 0 
295, 1 
296, 0 
297, 0 
298, 1 
299, 1 
300, 0 
301, 2 
302, 2 
303, 2 
304, 1 
305, 3 
306, 4 
307, 1 
308, 4 
309, 3 
310, 2 
311, 5 
312, 4 
313, 7 
314, 6 
315, 5 
316, 4 
317, 7 
318, 4 
319, 6 
320, 9 
321, 3 
322, 6 
323, 4 
324, 6 
325, 5 
326, 5 
327, 7 
328, 8 
329, 8 
330, 8 
331, 8 
332, 3 
333, 6 
334, 5 
335, 3 
336, 5 
337, 5 
338, 5 
339, 1 
340, 7 
341, 6 
342, 3 
343, 1 
344, 3 
345, 1 
346, 4 
347, 0 
348, 2 
349, 1 
350, 0 
351, 2 
352, 1 
353, 1 
354, 0 
355, 2 
