0, 103 
1, 117 
2, 180 
3, 268 
4, 426 
5, 557 
6, 610 
7, 624 
8, 600 
9, 438 
10, 314 
11, 191 
12, 131 
13, 66 
14, 51 
15, 24 
16, 21 
17, 8 
18, 10 
19, 7 
20, 2 
21, 6 
22, 1 
23, 2 
24, 9 
25, 1 
26, 1 
27, 2 
28, 0 
29, 0 
30, 0 
31, 1 
32, 2 
33, 4 
34, 0 
35, 0 
36, 0 
37, 0 
38, 0 
39, 1 
40, 0 
41, 0 
42, 0 
43, 0 
44, 0 
45, 0 
46, 0 
47, 0 
48, 0 
49, 1 
50, 2 
51, 0 
52, 0 
53, 0 
54, 0 
55, 0 
56, 0 
57, 0 
58, 0 
59, 0 
60, 0 
61, 0 
62, 0 
63, 0 
64, 0 
65, 0 
66, 0 
67, 0 
68, 0 
69, 0 
70, 0 
71, 0 
72, 0 
73, 0 
74, 0 
75, 0 
76, 0 
77, 0 
78, 0 
79, 0 
80, 0 
81, 0 
82, 0 
83, 0 
84, 0 
85, 0 
86, 0 
87, 0 
88, 0 
89, 0 
90, 0 
91, 0 
92, 0 
93, 0 
94, 0 
95, 0 
96, 0 
97, 1 
98, 0 
99, 1 
100, 0 
